Fsm,No_of_testcases,No_of_threads,Time taken
irc.test,440800,1,2822.201685
irc.test,131072,4,202.767097
irc.test,4096,4,1.009069
irc.test,16384,1,10.770525
irc.test,65536,1,77.66708
irc.test,440800,32,377.722854
irc.test,131072,1,371.027017
irc.test,131072,8,135.601094
irc.test,4096,32,0.212388
irc.test,256,4,0.054965
irc.test,4096,1,1.819997
irc.test,256,8,0.029823
irc.test,65536,32,13.013482
irc.test,440800,4,1320.975276
irc.test,16384,8,2.551307
irc.test,16384,4,4.695229
irc.test,256,1,0.076476
poco.test,4096,32,0.285512
poco.test,192530,8,46.345994
poco.test,65536,32,5.513281
poco.test,65536,8,10.516441
poco.test,192530,4,89.905107
poco.test,16384,4,4.398403
poco.test,256,32,4.442752
poco.test,16384,32,1.064453
poco.test,65536,1,40.68004
poco.test,65536,4,19.281259
poco.test,192530,1,241.192576
poco.test,131072,4,43.457493
poco.test,131072,8,22.967069
poco.test,16384,8,2.364621
poco.test,131072,1,106.349757
poco.test,256,8,0.03499
poco.test,256,1,0.081295
poco.test,16384,1,9.538451
poco.test,4096,8,0.618585
poco.test,4096,4,1.177526
poco.test,4096,1,2.190436
poco.test,192530,32,28.023378
poco.test,256,4,0.056572
poco.test,131072,32,12.576274
aim.test,131072,4,64.000933
aim.test,65536,1,77.489059
aim.test,65536,4,27.630105
aim.test,65536,32,10.317394
aim.test,1344960,1,10477.214711
aim.test,16384,4,6.852072
aim.test,1344960,4,6741.690536
aim.test,4096,1,3.641462
aim.test,4096,8,1.042174
aim.test,131072,1,152.92492
aim.test,65536,8,13.503909
aim.test,4096,32,2.421891
aim.test,4096,4,1.909185
aim.test,1344960,32,1522.567309
aim.test,16384,1,17.634471
aim.test,256,8,0.034222
aim.test,1344960,8,4525.373843
aim.test,16384,8,3.583005
aim.test,16384,32,1.81909
aim.test,256,1,0.152534
aim.test,131072,32,20.910871
aim.test,256,4,0.059854
aim.test,131072,8,35.769355
aim.test,256,32,4.399102
qq.test,4096,8,1.560816
qq.test,131072,1,191.357305
qq.test,65536,32,9.020367
qq.test,16384,8,3.040896
qq.test,448820,8,243.999502
qq.test,65536,4,19.167068
qq.test,65536,1,40.517588
qq.test,256,1,0.127949
qq.test,131072,32,22.083436
qq.test,16384,1,9.605429
qq.test,4096,4,1.624441
qq.test,256,8,0.045816
qq.test,256,4,0.076895
qq.test,65536,8,11.858025
qq.test,131072,4,72.171464
qq.test,131072,8,37.440515
qq.test,448820,4,429.730732
qq.test,4096,32,4.613305
qq.test,4096,1,2.895904
qq.test,256,32,4.421311
qq.test,448820,32,146.770615
qq.test,16384,4,4.468314
qq.test,16384,32,5.198087
qq.test,448820,1,1067.183589
teamfortress2.test,4096,32,4.60653
teamfortress2.test,131072,1,130.370179
teamfortress2.test,256,8,0.034921
teamfortress2.test,768360,1,3692.155945
teamfortress2.test,16384,1,9.510166
teamfortress2.test,256,4,0.05685
teamfortress2.test,256,32,4.447641
teamfortress2.test,4096,4,1.148473
teamfortress2.test,65536,8,10.597317
teamfortress2.test,4096,8,0.619703
teamfortress2.test,4096,1,2.478253
teamfortress2.test,16384,8,2.368323
teamfortress2.test,131072,32,14.404653
teamfortress2.test,16384,32,1.177247
teamfortress2.test,16384,4,4.389672
teamfortress2.test,768360,32,486.528788
teamfortress2.test,131072,8,28.85533
teamfortress2.test,65536,32,8.753714
teamfortress2.test,65536,4,19.775597
teamfortress2.test,768360,4,1954.404978
teamfortress2.test,65536,1,52.435399
teamfortress2.test,256,1,0.084299
teamfortress2.test,131072,4,51.61546
teamfortress2.test,768360,8,1115.21056
lpd.test,824740,32,851.036908
lpd.test,824740,4,3369.821624
lpd.test,65536,32,8.751129
lpd.test,16384,1,11.647942
lpd.test,16384,4,6.091778
lpd.test,65536,1,69.867744
lpd.test,16384,8,3.516934
lpd.test,131072,8,82.261871
lpd.test,131072,1,272.574905
lpd.test,131072,32,39.728451
lpd.test,256,4,0.050565
lpd.test,256,8,0.027448
lpd.test,4096,32,0.275873
lpd.test,65536,8,13.196186
lpd.test,824740,1,8240.226954
lpd.test,16384,32,1.514791
lpd.test,256,32,0.020114
lpd.test,4096,4,1.171519
lpd.test,824740,8,1992.550823
lpd.test,4096,1,2.174652
lpd.test,4096,8,0.63877
lpd.test,256,1,0.070889
lpd.test,65536,4,22.363011
lpd.test,131072,4,153.312241
biff.test,3910,1,1.235215
biff.test,256,8,0.018508
biff.test,256,1,0.106299
biff.test,256,4,0.029612
biff.test,3910,32,2.543275
biff.test,256,32,5.116793
biff.test,3910,8,0.52842
biff.test,3910,4,0.909335
x11.test,256,8,0.032406
x11.test,256,4,0.05727
x11.test,750,32,0.06586
x11.test,256,1,0.102457
x11.test,750,8,0.123899
x11.test,750,4,0.218045
x11.test,256,32,4.408669
x11.test,750,1,0.586598
